 A ( ADVERB ) 
 aduggiaste ( VERB ) lemma=aduggiare 
 aduggiasti ( VERB ) lemma=aduggiare 
 aduggiata ( VERB_PAST_PARTICIPLE VERB ) lemma=aduggiare 
 aduggiate ( VERB_PAST_PARTICIPLE VERB ) lemma=aduggiare 
 aduggiati ( VERB_PAST_PARTICIPLE VERB ) lemma=aduggiare 
 aduggiato ( VERB_PAST_PARTICIPLE VERB ) lemma=aduggiare 
 aduggiava ( VERB ) lemma=aduggiare 
 aduggiavamo ( VERB ) lemma=aduggiare 
 aduggiavan ( VERB ) lemma=aduggiare 
 aduggiavano ( VERB ) lemma=aduggiare 
 aduggiavate ( VERB ) lemma=aduggiare 
 aduggiavi ( VERB ) lemma=aduggiare 
 aduggiavo ( VERB ) lemma=aduggiare 
 aduggin ( VERB ) lemma=aduggiare 
 aduggino ( VERB ) lemma=aduggiare 
 aduggio ( VERB ) lemma=aduggiare 
 aduggio' ( VERB ) lemma=aduggiare 
 aduggiò ( VERB ) lemma=aduggiare 
 adula ( VERB ) lemma=adulare 
 adulai ( VERB ) lemma=adulare 
 adulammo ( VERB ) lemma=adulare 
 adulan ( VERB ) lemma=adulare 
 adulando ( NOUN NOUN_GERUND ) lemma=adulare 
 adulano ( VERB ) lemma=adulare 
 adulante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adulare 
 adulanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adulare 
 adular ( VERB_INFINITIVE VERB ) lemma=adulare 
 adulare ( VERB_INFINITIVE VERB ) 
 adularon ( VERB ) lemma=adulare 
 adularono ( VERB ) lemma=adulare 
 adulasse ( VERB ) lemma=adulare 
 adulasser ( VERB ) lemma=adulare 
 adulassero ( VERB ) lemma=adulare 
 adulassi ( VERB ) lemma=adulare 
 adulassimo ( VERB ) lemma=adulare 
 adulaste ( VERB ) lemma=adulare 
 adulasti ( VERB ) lemma=adulare 
 adulata ( VERB_PAST_PARTICIPLE VERB ) lemma=adulare 
 adulate ( VERB_PAST_PARTICIPLE VERB ) lemma=adulare 
 adulati ( VERB_PAST_PARTICIPLE VERB ) lemma=adulare 
 adulato ( VERB_PAST_PARTICIPLE VERB ) lemma=adulare 
 adulatore ( NOUN NOUN_SINGULAR ) 
 adulatori ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=adulatorio 
 adulatoria ( ADJECTIVE ) lemma=adulatorio 
 adulatorie ( ADJECTIVE ) lemma=adulatorio 
 adulatorio ( ADJECTIVE ) 
 adulatorissima ( ADJECTIVE ) lemma=adulatorio 
 adulatorissime ( ADJECTIVE ) lemma=adulatorio 
 adulatorissimi ( ADJECTIVE ) lemma=adulatorio 
 adulatorissimo ( ADJECTIVE ) lemma=adulatorio 
 adulava ( VERB ) lemma=adulare 
 adulavamo ( VERB ) lemma=adulare 
 adulavan ( VERB ) lemma=adulare 
 adulavano ( VERB ) lemma=adulare 
 adulavate ( VERB ) lemma=adulare 
 adulavi ( VERB ) lemma=adulare 
 adulavo ( VERB ) lemma=adulare 
 adulazione ( NOUN NOUN_SINGULAR ) 
 adulazioni ( NOUN NOUN_SINGULAR ) lemma=adulazione 
 adulera' ( VERB ) lemma=adulare 
 adulerai ( VERB ) lemma=adulare 
 aduleran ( VERB ) lemma=adulare 
 aduleranno ( VERB ) lemma=adulare 
 adulerebbe ( VERB ) lemma=adulare 
 adulerebber ( VERB ) lemma=adulare 
 adulerebbero ( VERB ) lemma=adulare 
 adulerei ( VERB ) lemma=adulare 
 aduleremmo ( VERB ) lemma=adulare 
 aduleremo ( VERB ) lemma=adulare 
 adulereste ( VERB ) lemma=adulare 
 aduleresti ( VERB ) lemma=adulare 
 adulerete ( VERB ) lemma=adulare 
 adulero' ( VERB ) lemma=adulare 
 adulerà ( VERB ) lemma=adulare 
 adulerò ( VERB ) lemma=adulare 
 aduli ( VERB ) lemma=adulare 
 aduliamo ( VERB ) lemma=adulare 
 aduliate ( VERB ) lemma=adulare 
 adulin ( VERB ) lemma=adulare 
 adulino ( VERB ) lemma=adulare 
 adulo ( VERB ) lemma=adulare 
 adulo' ( VERB ) lemma=adulare 
 adulta ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=adulto 
 adulte ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=adulto 
 adultera ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=adultero 
 adulterai ( VERB ) lemma=adulterare 
 adulterammo ( VERB ) lemma=adulterare 
 adulteran ( VERB ) lemma=adulterare 
 adulterando ( NOUN NOUN_GERUND ) lemma=adulterare 
 adulterano ( VERB ) lemma=adulterare 
 adulterante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adulterare 
 adulteranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adulterare 
 adulterar ( VERB_INFINITIVE VERB ) lemma=adulterare 
 adulterare ( VERB_INFINITIVE VERB ) 
 adulteraron ( VERB ) lemma=adulterare 
 adulterarono ( VERB ) lemma=adulterare 
 adulterasse ( VERB ) lemma=adulterare 
 adulterasser ( VERB ) lemma=adulterare 
 adulterassero ( VERB ) lemma=adulterare 
 adulterassi ( VERB ) lemma=adulterare 
 adulterassimo ( VERB ) lemma=adulterare 
 adulteraste ( VERB ) lemma=adulterare 
 adulterasti ( VERB ) lemma=adulterare 
 adulterata ( VERB_PAST_PARTICIPLE VERB ) lemma=adulterare 
 adulterate ( VERB_PAST_PARTICIPLE VERB ) lemma=adulterare 
 adulterati ( VERB_PAST_PARTICIPLE VERB ) lemma=adulterare 
 adulterato ( VERB_PAST_PARTICIPLE VERB ) lemma=adulterare 
 adulterava ( VERB ) lemma=adulterare 
 adulteravamo ( VERB ) lemma=adulterare 
 adulteravan ( VERB ) lemma=adulterare 
 adulteravano ( VERB ) lemma=adulterare 
 adulteravate ( VERB ) lemma=adulterare 
 adulteravi ( VERB ) lemma=adulterare 
 adulteravo ( VERB ) lemma=adulterare 
 adultere ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=adultero 
 adulterera' ( VERB ) lemma=adulterare 
 adultererai ( VERB ) lemma=adulterare 
 adultereran ( VERB ) lemma=adulterare 
 adultereranno ( VERB ) lemma=adulterare 
 adultererebbe ( VERB ) lemma=adulterare 
 adultererebber ( VERB ) lemma=adulterare 
 adultererebbero ( VERB ) lemma=adulterare 
 adultererei ( VERB ) lemma=adulterare 
 adultereremmo ( VERB ) lemma=adulterare 
 adultereremo ( VERB ) lemma=adulterare 
 adulterereste ( VERB ) lemma=adulterare 
 adultereresti ( VERB ) lemma=adulterare 
 adultererete ( VERB ) lemma=adulterare 
 adulterero' ( VERB ) lemma=adulterare 
 adultererà ( VERB ) lemma=adulterare 
 adultererò ( VERB ) lemma=adulterare 
 adulteri ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=adultero 
 adulteriamo ( VERB ) lemma=adulterare 
 adulteriate ( VERB ) lemma=adulterare 
 adulterin ( VERB ) lemma=adulterare 
 adulterina ( ADJECTIVE ) lemma=adulterino 
 adulterine ( ADJECTIVE ) lemma=adulterino 
 adulterini ( ADJECTIVE ) lemma=adulterino 
 adulterinissima ( ADJECTIVE ) lemma=adulterino 
 adulterinissime ( ADJECTIVE ) lemma=adulterino 
 adulterinissimi ( ADJECTIVE ) lemma=adulterino 
 adulterinissimo ( ADJECTIVE ) lemma=adulterino 
 adulterino ( VERB ADJECTIVE ) 
 adulterio ( NOUN NOUN_SINGULAR ) 
 adulterissima ( ADJECTIVE ) lemma=adultero 
 adulterissime ( ADJECTIVE ) lemma=adultero 
 adulterissimi ( ADJECTIVE ) lemma=adultero 
 adulterissimo ( ADJECTIVE ) lemma=adultero 
 adultero ( VERB ADJECTIVE ) 
 adultero' ( VERB ) lemma=adulterare 
 adulterò ( VERB ) lemma=adulterare 
 adulti ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=adulto 
 adultissima ( ADJECTIVE ) lemma=adulto 
 adultissime ( ADJECTIVE ) lemma=adulto 
 adultissimi ( ADJECTIVE ) lemma=adulto 
 adultissimo ( ADJECTIVE ) lemma=adulto 
 adulto ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 adulò ( VERB ) lemma=adulare 
 aduna ( VERB ) lemma=adunare 
 adunai ( VERB ) lemma=adunare 
 adunammo ( VERB ) lemma=adunare 
 adunan ( VERB ) lemma=adunare 
 adunando ( NOUN NOUN_GERUND ) lemma=adunare 
 adunano ( VERB ) lemma=adunare 
 adunante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adunare 
 adunanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adunare 
 adunanza ( NOUN NOUN_SINGULAR ) 
 adunanze ( NOUN NOUN_SINGULAR ) lemma=adunanza 
 adunar ( VERB_INFINITIVE VERB ) lemma=adunare 
 adunare ( VERB_INFINITIVE VERB ) 
 adunaron ( VERB ) lemma=adunare 
 adunarono ( VERB ) lemma=adunare 
 adunarsi ( VERB_INFINITIVE VERB ) lemma=adunare 
 adunasse ( VERB ) lemma=adunare 
 adunasser ( VERB ) lemma=adunare 
 adunassero ( VERB ) lemma=adunare 
 adunassi ( VERB ) lemma=adunare 
 adunassimo ( VERB ) lemma=adunare 
 adunaste ( VERB ) lemma=adunare 
 adunasti ( VERB ) lemma=adunare 
 adunata ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 adunate ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=adunata 
 adunati ( VERB_PAST_PARTICIPLE VERB ) lemma=adunare 
 adunato ( VERB_PAST_PARTICIPLE VERB ) lemma=adunare 
 adunava ( VERB ) lemma=adunare 
 adunavamo ( VERB ) lemma=adunare 
 adunavan ( VERB ) lemma=adunare 
 adunavano ( VERB ) lemma=adunare 
 adunavate ( VERB ) lemma=adunare 
 adunavi ( VERB ) lemma=adunare 
 adunavo ( VERB ) lemma=adunare 
 adunca ( ADJECTIVE ) lemma=adunco 
 adunche ( ADJECTIVE ) lemma=adunco 
 adunchi ( ADJECTIVE ) lemma=adunco 
 adunchissima ( ADJECTIVE ) lemma=adunco 
 adunchissime ( ADJECTIVE ) lemma=adunco 
 adunchissimi ( ADJECTIVE ) lemma=adunco 
 adunchissimo ( ADJECTIVE ) lemma=adunco 
 adunco ( ADJECTIVE ) 
 adunera' ( VERB ) lemma=adunare 
 adunerai ( VERB ) lemma=adunare 
 aduneran ( VERB ) lemma=adunare 
 aduneranno ( VERB ) lemma=adunare 
 adunerebbe ( VERB ) lemma=adunare 
 adunerebber ( VERB ) lemma=adunare 
 adunerebbero ( VERB ) lemma=adunare 
 adunerei ( VERB ) lemma=adunare 
 aduneremmo ( VERB ) lemma=adunare 
 aduneremo ( VERB ) lemma=adunare 
 adunereste ( VERB ) lemma=adunare 
 aduneresti ( VERB ) lemma=adunare 
 adunerete ( VERB ) lemma=adunare 
 adunero' ( VERB ) lemma=adunare 
 adunerà ( VERB ) lemma=adunare 
 adunerò ( VERB ) lemma=adunare 
 aduni ( VERB ) lemma=adunare 
 aduniamo ( VERB ) lemma=adunare 
 aduniate ( VERB ) lemma=adunare 
 adunin ( VERB ) lemma=adunare 
 adunino ( VERB ) lemma=adunare 
 aduno ( VERB ) lemma=adunare 
 aduno' ( VERB ) lemma=adunare 
 adunò ( VERB ) lemma=adunare 
 adusa ( VERB ADJECTIVE ) lemma=aduso 
 adusai ( VERB ) lemma=adusare 
 adusammo ( VERB ) lemma=adusare 
 adusan ( VERB ) lemma=adusare 
 adusando ( NOUN NOUN_GERUND ) lemma=adusare 
 adusano ( VERB ) lemma=adusare 
 adusante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adusare 
 adusanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=adusare 
 adusar ( VERB_INFINITIVE VERB ) lemma=adusare 
 adusare ( VERB_INFINITIVE VERB ) 
 adusaron ( VERB ) lemma=adusare 
 adusarono ( VERB ) lemma=adusare 
 adusasse ( VERB ) lemma=adusare 
 adusasser ( VERB ) lemma=adusare 
 adusassero ( VERB ) lemma=adusare 
 adusassi ( VERB ) lemma=adusare 
 adusassimo ( VERB ) lemma=adusare 
 adusaste ( VERB ) lemma=adusare 
 adusasti ( VERB ) lemma=adusare 
 adusata ( VERB_PAST_PARTICIPLE VERB ) lemma=adusare 
 adusate ( VERB_PAST_PARTICIPLE VERB ) lemma=adusare 
 adusati ( VERB_PAST_PARTICIPLE VERB ) lemma=adusare 
 adusato ( VERB_PAST_PARTICIPLE VERB ) lemma=adusare 
 adusava ( VERB ) lemma=adusare 
 adusavamo ( VERB ) lemma=adusare 
 adusavan ( VERB ) lemma=adusare 
 adusavano ( VERB ) lemma=adusare 
 adusavate ( VERB ) lemma=adusare 
 adusavi ( VERB ) lemma=adusare 
 adusavo ( VERB ) lemma=adusare 
 aduse ( ADJECTIVE ) lemma=aduso 
 adusera' ( VERB ) lemma=adusare 
 aduserai ( VERB ) lemma=adusare 
 aduseran ( VERB ) lemma=adusare 
 aduseranno ( VERB ) lemma=adusare 
 aduserebbe ( VERB ) lemma=adusare 
 aduserebber ( VERB ) lemma=adusare 
 aduserebbero ( VERB ) lemma=adusare 
 aduserei ( VERB ) lemma=adusare 
 aduseremmo ( VERB ) lemma=adusare 
 aduseremo ( VERB ) lemma=adusare 
 adusereste ( VERB ) lemma=adusare 
 aduseresti ( VERB ) lemma=adusare 
 aduserete ( VERB ) lemma=adusare 
 adusero' ( VERB ) lemma=adusare 
 aduserà ( VERB ) lemma=adusare 
 aduserò ( VERB ) lemma=adusare 
 adusi ( VERB ADJECTIVE ) lemma=aduso 
 adusiamo ( VERB ) lemma=adusare 
 adusiate ( VERB ) lemma=adusare 
 adusin ( VERB ) lemma=adusare 
 adusino ( VERB ) lemma=adusare 
 adusissima ( ADJECTIVE ) lemma=aduso 
 adusissime ( ADJECTIVE ) lemma=aduso 
 adusissimi ( ADJECTIVE ) lemma=aduso 
 adusissimo ( ADJECTIVE ) lemma=aduso 
 aduso ( VERB ADJECTIVE ) 
 aduso' ( VERB ) lemma=adusare 
 adusò ( VERB ) lemma=adusare 
 advisor ( NOUN NOUN_SINGULAR ) 
 adì ( VERB ) lemma=adire 
 aera ( VERB ) lemma=aerare 
 aerai ( VERB ) lemma=aerare 
 aerammo ( VERB ) lemma=aerare 
 aeran ( VERB ) lemma=aerare 
 aerando ( NOUN NOUN_GERUND ) lemma=aerare 
 aerano ( VERB ) lemma=aerare 
 aerante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=aerare 
 aeranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=aerare 
 aerar ( VERB_INFINITIVE VERB ) lemma=aerare 
 aerare ( VERB_INFINITIVE VERB ) 
 aeraron ( VERB ) lemma=aerare 
 aerarono ( VERB ) lemma=aerare 
 aerasse ( VERB ) lemma=aerare 
 aerasser ( VERB ) lemma=aerare 
 aerassero ( VERB ) lemma=aerare 
 aerassi ( VERB ) lemma=aerare 
 aerassimo ( VERB ) lemma=aerare 
 aeraste ( VERB ) lemma=aerare 
 aerasti ( VERB ) lemma=aerare 
 aerata ( VERB_PAST_PARTICIPLE VERB ) lemma=aerare 
 aerate ( VERB_PAST_PARTICIPLE VERB ) lemma=aerare 
 aerati ( VERB_PAST_PARTICIPLE VERB ) lemma=aerare 
 aerato ( VERB_PAST_PARTICIPLE VERB ) lemma=aerare 
 aerava ( VERB ) lemma=aerare 
 aeravamo ( VERB ) lemma=aerare 
 aeravan ( VERB ) lemma=aerare 
 aeravano ( VERB ) lemma=aerare 
 aeravate ( VERB ) lemma=aerare 
 aeravi ( VERB ) lemma=aerare 
 aeravo ( VERB ) lemma=aerare 
 aerea ( ADJECTIVE ) lemma=aereo 
 aeree ( ADJECTIVE ) lemma=aereo 
 aerei ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=aereo 
 aereissima ( ADJECTIVE ) lemma=aereo 
 aereissime ( ADJECTIVE ) lemma=aereo 
 aereissimi ( ADJECTIVE ) lemma=aereo 
 aereissimo ( ADJECTIVE ) lemma=aereo 
 aereo ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 aereoplani ( NOUN NOUN_SINGULAR ) lemma=aereoplano 
 aereoplano ( NOUN NOUN_SINGULAR ) 
 aereoporti ( NOUN NOUN_SINGULAR ) lemma=aereoporto 
 aereoporto ( NOUN NOUN_SINGULAR ) 
 aerera' ( VERB ) lemma=aerare 
 aererai ( VERB ) lemma=aerare 
 aereran ( VERB ) lemma=aerare 
 aereranno ( VERB ) lemma=aerare 
 aererebbe ( VERB ) lemma=aerare 
 aererebber ( VERB ) lemma=aerare 
 aererebbero ( VERB ) lemma=aerare 
 aererei ( VERB ) lemma=aerare 
 aereremmo ( VERB ) lemma=aerare 
 aereremo ( VERB ) lemma=aerare 
 aerereste ( VERB ) lemma=aerare 
 aereresti ( VERB ) lemma=aerare 
 aererete ( VERB ) lemma=aerare 
 aerero' ( VERB ) lemma=aerare 
 aererà ( VERB ) lemma=aerare 
 aererò ( VERB ) lemma=aerare 
 aeri ( VERB ) lemma=aerare 
 aeriamo ( VERB ) lemma=aerare 
 aeriate ( VERB ) lemma=aerare 
 aerin ( VERB ) lemma=aerare 
 aerino ( VERB ) lemma=aerare 
 aero ( VERB ) lemma=aerare 
 aero' ( VERB ) lemma=aerare 
 aerobica ( ADJECTIVE ) lemma=aerobico 
 aerobiche ( ADJECTIVE ) lemma=aerobico 
 aerobici ( ADJECTIVE ) lemma=aerobico 
 aerobicissima ( ADJECTIVE ) lemma=aerobico 
 aerobicissime ( ADJECTIVE ) lemma=aerobico 
 aerobicissimi ( ADJECTIVE ) lemma=aerobico 
 aerobicissimo ( ADJECTIVE ) lemma=aerobico 
 aerobico ( ADJECTIVE ) 
 aerodinamica ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamiche ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamici ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamicissima ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamicissime ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamicissimi ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamicissimo ( ADJECTIVE ) lemma=aerodinamico 
 aerodinamico ( ADJECTIVE ) 
 aeromobile ( NOUN NOUN_SINGULAR ) 
 aeromobili ( NOUN NOUN_SINGULAR ) lemma=aeromobile 
 aeronautica ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=aeronautico 
 aeronautiche ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=aeronautico 
 aeronautici ( ADJECTIVE ) lemma=aeronautico 
 aeronauticissima ( ADJECTIVE ) lemma=aeronautico 
 aeronauticissime ( ADJECTIVE ) lemma=aeronautico 
 aeronauticissimi ( ADJECTIVE ) lemma=aeronautico 
 aeronauticissimo ( ADJECTIVE ) lemma=aeronautico 
 aeronautico ( ADJECTIVE ) 
 aeronavale ( ADJECTIVE ) 
 aeronavali ( ADJECTIVE ) lemma=aeronavale 
 aeronavalissima ( ADJECTIVE ) lemma=aeronavale 
 aeronavalissime ( ADJECTIVE ) lemma=aeronavale 
 aeronavalissimi ( ADJECTIVE ) lemma=aeronavale 
 aeronavalissimo ( ADJECTIVE ) lemma=aeronavale 
 aeroplani ( NOUN NOUN_SINGULAR ) lemma=aeroplano 
 aeroplanini ( NOUN NOUN_SINGULAR ) lemma=aeroplanino 
 aeroplanino ( NOUN NOUN_SINGULAR ) 
 aeroplano ( NOUN NOUN_SINGULAR ) 
 aeroporti ( NOUN NOUN_SINGULAR ) lemma=aeroporto 
 aeroporto ( NOUN NOUN_SINGULAR ) 
 aeroportuale ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 aeroportuali ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=aeroportuale 
 aeroportualissima ( ADJECTIVE ) lemma=aeroportuale 
 aeroportualissime ( ADJECTIVE ) lemma=aeroportuale 
 aeroportualissimi ( ADJECTIVE ) lemma=aeroportuale 
 aeroportualissimo ( ADJECTIVE ) lemma=aeroportuale 
 aeropostale ( ADJECTIVE ) 
 aeropostali ( ADJECTIVE ) lemma=aeropostale 
 aeropostalissima ( ADJECTIVE ) lemma=aeropostale 
 aeropostalissime ( ADJECTIVE ) lemma=aeropostale 
 aeropostalissimi ( ADJECTIVE ) lemma=aeropostale 
 aeropostalissimo ( ADJECTIVE ) lemma=aeropostale 
 aerospaziale ( ADJECTIVE ) 
 aerospaziali ( ADJECTIVE ) lemma=aerospaziale 
 aerospazialissima ( ADJECTIVE ) lemma=aerospaziale 
 aerospazialissime ( ADJECTIVE ) lemma=aerospaziale 
 aerospazialissimi ( ADJECTIVE ) lemma=aerospaziale 
 aerospazialissimo ( ADJECTIVE ) lemma=aerospaziale 
 aerostatica ( ADJECTIVE ) lemma=aerostatico 
 aerostatiche ( ADJECTIVE ) lemma=aerostatico 
 aerostatici ( ADJECTIVE ) lemma=aerostatico 
 aerostaticissima ( ADJECTIVE ) lemma=aerostatico 
 aerostaticissime ( ADJECTIVE ) lemma=aerostatico 
 aerostaticissimi ( ADJECTIVE ) lemma=aerostatico 
 aerostaticissimo ( ADJECTIVE ) lemma=aerostatico 
 aerostatico ( ADJECTIVE ) 
 aerostazione ( NOUN NOUN_SINGULAR ) 
 aerostazioni ( NOUN NOUN_SINGULAR ) lemma=aerostazione 
 aerotrasporta ( VERB ) lemma=aerotrasportare 
 aerotrasportai ( VERB ) lemma=aerotrasportare 
 aerotrasportammo ( VERB ) lemma=aerotrasportare 
 aerotrasportan ( VERB ) lemma=aerotrasportare 
 aerotrasportando ( NOUN NOUN_GERUND ) lemma=aerotrasportare 
 aerotrasportano ( VERB ) lemma=aerotrasportare 
 aerotrasportante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportar ( VERB_INFINITIVE VERB ) lemma=aerotrasportare 
 aerotrasportare ( VERB_INFINITIVE VERB ) 
 aerotrasportaron ( VERB ) lemma=aerotrasportare 
 aerotrasportarono ( VERB ) lemma=aerotrasportare 
 aerotrasportasse ( VERB ) lemma=aerotrasportare 
 aerotrasportasser ( VERB ) lemma=aerotrasportare 
 aerotrasportassero ( VERB ) lemma=aerotrasportare 
 aerotrasportassi ( VERB ) lemma=aerotrasportare 
 aerotrasportassimo ( VERB ) lemma=aerotrasportare 
 aerotrasportaste ( VERB ) lemma=aerotrasportare 
 aerotrasportasti ( VERB ) lemma=aerotrasportare 
 aerotrasportata ( VERB_PAST_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportate ( VERB_PAST_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportati ( VERB_PAST_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportato ( VERB_PAST_PARTICIPLE VERB ) lemma=aerotrasportare 
 aerotrasportava ( VERB ) lemma=aerotrasportare 
 aerotrasportavamo ( VERB ) lemma=aerotrasportare 
 aerotrasportavan ( VERB ) lemma=aerotrasportare 
 aerotrasportavano ( VERB ) lemma=aerotrasportare 
 aerotrasportavate ( VERB ) lemma=aerotrasportare 
 aerotrasportavi ( VERB ) lemma=aerotrasportare 
 aerotrasportavo ( VERB ) lemma=aerotrasportare 
 aerotrasportera' ( VERB ) lemma=aerotrasportare 
 aerotrasporterai ( VERB ) lemma=aerotrasportare 
 aerotrasporteran ( VERB ) lemma=aerotrasportare 
 aerotrasporteranno ( VERB ) lemma=aerotrasportare 
 aerotrasporterebbe ( VERB ) lemma=aerotrasportare 
 aerotrasporterebber ( VERB ) lemma=aerotrasportare 
 aerotrasporterebbero ( VERB ) lemma=aerotrasportare 
 aerotrasporterei ( VERB ) lemma=aerotrasportare 
 aerotrasporteremmo ( VERB ) lemma=aerotrasportare 
 aerotrasporteremo ( VERB ) lemma=aerotrasportare 
 aerotrasportereste ( VERB ) lemma=aerotrasportare 
 aerotrasporteresti ( VERB ) lemma=aerotrasportare 
 aerotrasporterete ( VERB ) lemma=aerotrasportare 
 aerotrasportero' ( VERB ) lemma=aerotrasportare 
 aerotrasporterà ( VERB ) lemma=aerotrasportare 
 aerotrasporterò ( VERB ) lemma=aerotrasportare 
 aerotrasporti ( VERB ) lemma=aerotrasportare 
 aerotrasportiamo ( VERB ) lemma=aerotrasportare 
 aerotrasportiate ( VERB ) lemma=aerotrasportare 
 aerotrasportin ( VERB ) lemma=aerotrasportare 
 aerotrasportino ( VERB ) lemma=aerotrasportare 
 aerotrasporto ( VERB ) lemma=aerotrasportare 
 aerotrasporto' ( VERB ) lemma=aerotrasportare 
 aerotrasportò ( VERB ) lemma=aerotrasportare 
 aerovia ( NOUN NOUN_SINGULAR ) 
 aerovie ( NOUN NOUN_SINGULAR ) lemma=aerovia 
 aerò ( VERB ) lemma=aerare 
 afa ( NOUN NOUN_SINGULAR ) 
 afasia ( NOUN NOUN_SINGULAR ) 
 afasie ( NOUN NOUN_SINGULAR ) lemma=afasia 
 afe ( NOUN NOUN_SINGULAR ) lemma=afa 
 affa ( VERB ) lemma=affare 
 affabile ( ADJECTIVE ) 
 affabili ( ADJECTIVE ) lemma=affabile 
 affabilissima ( ADJECTIVE ) lemma=affabile 
 affabilissime ( ADJECTIVE ) lemma=affabile 
 affabilissimi ( ADJECTIVE ) lemma=affabile 
 affabilissimo ( ADJECTIVE ) lemma=affabile 
 affabilita' ( NOUN NOUN_SINGULAR ) lemma=affabilità 
 affabilità ( NOUN NOUN_SINGULAR ) 
 affabula ( VERB ) lemma=affabulare 
 affabulai ( VERB ) lemma=affabulare 
 affabulammo ( VERB ) lemma=affabulare 
 affabulan ( VERB ) lemma=affabulare 
 affabulando ( NOUN NOUN_GERUND ) lemma=affabulare 
 affabulano ( VERB ) lemma=affabulare 
 affabulante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=affabulare 
 affabulanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=affabulare 
 affabular ( VERB_INFINITIVE VERB ) lemma=affabulare 
 affabulare ( VERB_INFINITIVE VERB ) 
 affabularon ( VERB ) lemma=affabulare 
 affabularono ( VERB ) lemma=affabulare 
 affabulasse ( VERB ) lemma=affabulare 
 affabulasser ( VERB ) lemma=affabulare 
 affabulassero ( VERB ) lemma=affabulare 
 affabulassi ( VERB ) lemma=affabulare 
 affabulassimo ( VERB ) lemma=affabulare 
 affabulaste ( VERB ) lemma=affabulare 
 affabulasti ( VERB ) lemma=affabulare 
 affabulata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=affabulato 
 affabulate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=affabulato 
 affabulati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=affabulato 
 affabulatissima ( ADJECTIVE ) lemma=affabulato 
 affabulatissime ( ADJECTIVE ) lemma=affabulato 
 affabulatissimi ( ADJECTIVE ) lemma=affabulato 
 affabulatissimo ( ADJECTIVE ) lemma=affabulato 
 affabulato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 affabulatore ( NOUN NOUN_SINGULAR ) 
 affabulatori ( NOUN NOUN_SINGULAR ) lemma=affabulatore 
 affabulava ( VERB ) lemma=affabulare 
 affabulavamo ( VERB ) lemma=affabulare 
 affabulavan ( VERB ) lemma=affabulare 
 affabulavano ( VERB ) lemma=affabulare 
 affabulavate ( VERB ) lemma=affabulare 
 affabulavi ( VERB ) lemma=affabulare 
 affabulavo ( VERB ) lemma=affabulare 
 affabulazione ( NOUN NOUN_SINGULAR ) 
 affabulazioni ( NOUN NOUN_SINGULAR ) lemma=affabulazione 
 affabulera' ( VERB ) lemma=affabulare 
 affabulerai ( VERB ) lemma=affabulare 
 affabuleran ( VERB ) lemma=affabulare 
