 H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&F ( NOUN NOUN_PROPER_SINGULAR ) 
 H&H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Geschäftsleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Waffen ( NOUN NOUN_PROPER_SINGULAR ) 
 H&M ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckenstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckenweg ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckenwirtschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckenzüge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckenzug 
 Heckenäcker ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckenacker 
 Hecker ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hecker-Haus ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckerdamm ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckerhaus ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckers ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hecker 
 Heckert- ( ) 
 Heckfenster ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckfisch ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckflosse ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckflossen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckflosse 
 Heckflügel ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckfänger ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckhaus ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckhausen ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckhoff ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heckklappe ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckler& ( ) 
 Heckler&Koch ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heckleuchten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckleuchte 
 Heckmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heckmann-GmbH ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckmann-Werke ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckmann-Werk 
 Heckmanns ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) lemma=Heckmann 
 Heckmannufer ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckmeier ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heckmotor ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckpartie ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckroth ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heckroths ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Heckroth 
 Hecks ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heck 
 Heckscheibe ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckscheiben ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heckscheibe 
 Heckscher- ( ) 
 Heckscher-Klinik ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckscherklinik ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckscherstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckseite ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckstall-Smith ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heckteil ( NOUN NOUN_PROPER_SINGULAR ) 
 Hecktriebwerken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hecktriebwerk 
 Hecktür ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckwelle ( NOUN NOUN_PROPER_SINGULAR ) 
 Heckwolf ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heco-Alarmsystem ( NOUN NOUN_PROPER_SINGULAR ) 
 Heco-System ( NOUN NOUN_PROPER_SINGULAR ) 
 Hector ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hector-Peterson-Gesamtschule ( NOUN NOUN_PROPER_SINGULAR ) 
 Hector-Peterson-Schule ( NOUN NOUN_PROPER_SINGULAR ) 
 Hectors ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hector 
 Heda ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedayatollah ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedda ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedde ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heddernheim-Nord ( NOUN NOUN_PROPER_SINGULAR ) 
 Heddernheim-Riedwiese ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heddo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heddy ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hede ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedel ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedelfingen-Rohracker ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedelore ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedersbach-Kröten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hedersbach-Kröte 
 Hedi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedi-Agnes ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedi-Maria ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hediwg ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hediye ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedjasi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedl ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedonismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedos-Kapitän ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedos-Präsident ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedos-Schatzmeister ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedos-Torjäger ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedos-Trainer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedschra ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedvig ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedwig ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedwig-Apotheke ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwig-Dohm-Schule ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwig-Heyl-Schule ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwiga ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedwiggemeinde ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwiggemeinde-Basar ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwigs-Kathedrale ( NOUN NOUN_PROPER_SINGULAR ) 
 Hedwing ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedy ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hedy-Christine ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hee-Soon ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heel-Verlag ( NOUN NOUN_PROPER_SINGULAR ) 
 Heer ( NOUN NOUN_PROPER_SINGULAR ) 
 Heer- ( ) 
 Heerdegen ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heere ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heer 
 Heeremann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heeremänner ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeremann 
 Heeren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heer 
 Heeres ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heer 
 Heeres- ( ) 
 Heeres-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresamt ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresbefehlshaber ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresbrigade ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresbrigaden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresbrigade 
 Heereschef ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereschefs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heereschef 
 Heeresdienst ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresdivision ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereseinheit ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereseinheiten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heereseinheit 
 Heeresfleischerei ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresflieger ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresfliegerbrigade ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresfliegern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresflieger 
 Heeresfliegerregiment ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresfliegerregiments ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresfliegerregiment 
 Heeresflugplatz ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresführung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresgeneral ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresgenesungsheim ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresgerät ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresgliederung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresgruppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresinspekteur ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresinspekteurs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresinspekteur 
 Heereskaserne ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereskommandant ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereskommandeur ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereskommando ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereskommandos ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heereskommando 
 Heereskorps ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereskräfte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heereskraft 
 Heeresleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresminister ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresmunitionsanstalt ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresmusikkorps ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresoberst ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresoffizier ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresoffiziere ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresoffizier 
 Heeresoffizieren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresoffizier 
 Heeresoffiziersschule ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresreform ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresrichter ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresschule ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeressoldaten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeressoldat 
 Heeresspitze ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeressprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresstreitkräfte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresstreitkraft 
 Heeresstruktur ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresstärke ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerestransporte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerestransport 
 Heerestruppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerestruppe 
 Heeresverbände ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heeresverband 
 Heeresverfassung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heereswaffenamt ( NOUN NOUN_PROPER_SINGULAR ) 
 Heeresübung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerführer ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerführern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerführer 
 Heerführers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerführer 
 Heerhaufen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerhaufe 
 Heerlager ( NOUN NOUN_PROPER_SINGULAR ) 
 Heermann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heermeier ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heermeister ( NOUN NOUN_PROPER_SINGULAR ) 
 Heermeyer ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heero ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heerrufer ( NOUN NOUN_PROPER_SINGULAR ) 
 Heers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heer 
 Heerschar ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerscharen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerschar 
 Heerschau ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerstrass ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstrasse 
 Heerstrasse ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerstrassen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstrasse 
 Heerstrassenzug ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerstrassenzüge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstrassenzug 
 Heerstrassenzügen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstrassenzug 
 Heerstraß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstrasse 
 Heerstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerstraßen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstraße 
 Heerstraßenzug ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerstraßenzüge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstraßenzug 
 Heerstraßenzügen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heerstraßenzug 
 Heerwagen ( NOUN NOUN_PROPER_SINGULAR ) 
 Heerweg ( NOUN NOUN_PROPER_SINGULAR ) 
 Heesters-Gala ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefe- ( ) 
 Hefe-Extrakt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefebakterien ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefebakterium 
 Hefegebäck ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefekranzbäckerin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefekuchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefekultur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefekulturen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefekultur 
 Hefele ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hefemänner ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefemann 
 Hefen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefe 
 Hefepilz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefepilze ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefepilz 
 Hefeschnaps ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefestück ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefestückchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefeteig ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefeweizen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefeweißbier ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefezellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefezelle 
 Hefezopf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hefezöpfe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hefezopf 
 Heft ( NOUN NOUN_PROPER_SINGULAR ) 
 Heft- ( ) 
 Heftchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftchenautor ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftchenroman-Titel ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftchenromans ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftchenroman 
 Heftchens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftchen 
 Hefte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heft 
 Heften ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heft 
 Hefter ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftermann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heftes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heft 
 Heftfaden ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftgestaltung ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftige ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftigen ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftiger ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftiges ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftigkeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftigste ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftigster ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=heftig 
 Heftinneren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftinnere 
 Heftklammern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftklammer 
 Heftlein ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftmacher ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftmitte ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftpflaster ( NOUN NOUN_PROPER_SINGULAR ) 
 Heftpflastern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftpflaster 
 Hefts ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heft 
 Heftzwecke ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftzweck 
 Heftzwecken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heftzweck 
 Hega ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hegall ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hegau-Bodensee ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hege ( NOUN NOUN_PROPER_SINGULAR ) 
 Hege- ( ) 
 Hegebart ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegefischen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegefisch|Hegefischen 
 Hegefonds ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegegemeinschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegegemeinschaften ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegegemeinschaft 
 Hegegemeinschaftsleiter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hegel- ( ) 
 Hegel-Ausgabe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Bühne ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Gesellschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Gymnasium ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Gymnasiums ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegel-Gymnasium 
 Hegel-Haus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Hauses ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegel-Haus 
 Hegel-Kongress ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Kongreß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegel-Kongress 
 Hegel-Preis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Saal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Schüler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Seminar ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegel-Vereinigung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelallee ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelbau ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelgymnasium ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegelgymnasien 
 Hegelgymnasiums ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegelgymnasien 
 Hegelhaus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelhauses ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegelhaus 
 Hegelianer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelohe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelplatz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelpreis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelpreisträger ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegels ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hegel 
 Hegelsaal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegelsaals ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegelsaal 
 Hegelsberg ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hegelstrasse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegelstraße 
 Hegelstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hegemann-Gruppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemanns ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) lemma=Hegemann 
 Hegemassnahmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemaßnahme 
 Hegemaßnahmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemaßnahme 
 Hegemonialanspruch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialansprüche ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonialanspruch 
 Hegemonialbereich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialbereichs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonialbereich 
 Hegemonialbestrebungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonialbestrebung 
 Hegemonialmacht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialpolitik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialreich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialstellung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialstreben ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialsystem ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonialsystems ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonialsystem 
 Hegemonie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonieanspruch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemonieansprüche ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonieanspruch 
 Hegemoniebestrebungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemoniebestrebung 
 Hegemoniegelüsten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemoniekonflikte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemoniekonflikt 
 Hegemonien ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemonie 
 Hegemoniepolitik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemoniestreben ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegemoniestrebens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegemoniestreben 
 Hegemoniestreit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegenbart ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegenbarth ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hegenbarth-Müller ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hegenberger ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hegenlohe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegen 
 Hegensberg ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hegenwald ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegeplan ( NOUN NOUN_PROPER_SINGULAR ) 
 Heger ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Heger-Zwillinge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heger-Zwilling 
 Hegering ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegeringleiter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegermühle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Heger 
 Hegeschau ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegeschauen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hegeschau 
 Hegetusch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegewald ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegeweg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hegewiese ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hegewisch ( NOUN NOUN_PROPER_SINGULAR ) 
 Heggi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hehl ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehle ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hehl 
 Hehler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehler- ( ) 
 Hehlerbande ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehlerei ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehlereiparagraph ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehlerin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehlern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hehler 
 Hehlerring ( NOUN NOUN_PROPER_SINGULAR ) 
 Hehlerringe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hehlerring 
 Hehlers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hehler 
 Hehlersyndikaten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hehlersyndikat 
 Hehlerware ( NOUN NOUN_PROPER_SINGULAR ) 
 HeiFO ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heian-Zeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Heibo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heicke ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Heico ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
